month,country,topic,share_of_messages
2025-02-01,CY,Seeking information,0.179
2025-02-01,CY,Self-expression,0.058
2025-02-01,CY,Technical help,0.077
2025-02-01,CY,Writing,0.323
2025-02-01,CZ,Multimedia,0.038
2025-02-01,CZ,Other/Unknown,0.046
2025-02-01,CZ,Practical Guidance,0.277
2025-02-01,CZ,Seeking information,0.252
2025-02-01,CZ,Self-expression,0.090
2025-02-01,CZ,Technical help,0.076
2025-02-01,CZ,Writing,0.222
2025-02-01,DE,Multimedia,0.039
2025-02-01,DE,Other/Unknown,0.043
2025-02-01,DE,Practical Guidance,0.278
2025-02-01,DE,Seeking information,0.197
2025-02-01,DE,Self-expression,0.067
2025-02-01,DE,Technical help,0.067
2025-02-01,DE,Writing,0.308
2025-02-01,DK,Multimedia,0.048
2025-02-01,DK,Other/Unknown,0.038
2025-02-01,DK,Practical Guidance,0.261
2025-02-01,DK,Seeking information,0.177
2025-02-01,DK,Self-expression,0.047
2025-02-01,DK,Technical help,0.098
2025-02-01,DK,Writing,0.331
2025-02-01,DO,Multimedia,0.042
2025-02-01,DO,Other/Unknown,0.051
2025-02-01,DO,Practical Guidance,0.343
2025-02-01,DO,Seeking information,0.211
2025-02-01,DO,Self-expression,0.049
2025-02-01,DO,Technical help,0.062
2025-02-01,DO,Writing,0.241
2025-02-01,DZ,Multimedia,0.051
2025-02-01,DZ,Other/Unknown,0.067
2025-02-01,DZ,Practical Guidance,0.285
2025-02-01,DZ,Seeking information,0.167
2025-02-01,DZ,Self-expression,0.133
2025-02-01,DZ,Technical help,0.042
2025-02-01,DZ,Writing,0.255
2025-02-01,EC,Multimedia,0.037
2025-02-01,EC,Other/Unknown,0.043
2025-02-01,EC,Practical Guidance,0.345
2025-02-01,EC,Seeking information,0.192
2025-02-01,EC,Self-expression,0.036
2025-02-01,EC,Technical help,0.063
2025-02-01,EC,Writing,0.285
2025-02-01,EE,Multimedia,0.035
2025-02-01,EE,Other/Unknown,0.045
2025-02-01,EE,Practical Guidance,0.296
2025-02-01,EE,Seeking information,0.233
2025-02-01,EE,Self-expression,0.061
2025-02-01,EE,Technical help,0.080
2025-02-01,EE,Writing,0.251
2025-02-01,EG,Multimedia,0.056
2025-02-01,EG,Other/Unknown,0.065
2025-02-01,EG,Practical Guidance,0.260
2025-02-01,EG,Seeking information,0.180
2025-02-01,EG,Self-expression,0.159
2025-02-01,EG,Technical help,0.058
2025-02-01,EG,Writing,0.222
2025-02-01,ES,Multimedia,0.042
2025-02-01,ES,Other/Unknown,0.036
2025-02-01,ES,Practical Guidance,0.295
2025-02-01,ES,Seeking information,0.200
2025-02-01,ES,Self-expression,0.056
2025-02-01,ES,Technical help,0.094
2025-02-01,ES,Writing,0.277
2025-02-01,ET,Multimedia,0.038
2025-02-01,ET,Other/Unknown,0.086
2025-02-01,ET,Practical Guidance,0.308
2025-02-01,ET,Seeking information,0.206
2025-02-01,ET,Self-expression,0.045
2025-02-01,ET,Technical help,0.089
2025-02-01,ET,Writing,0.228
2025-02-01,FI,Multimedia,0.046
2025-02-01,FI,Other/Unknown,0.033
2025-02-01,FI,Practical Guidance,0.267
2025-02-01,FI,Seeking information,0.160
2025-02-01,FI,Self-expression,0.106
2025-02-01,FI,Technical help,0.101
2025-02-01,FI,Writing,0.286
2025-02-01,FR,Multimedia,0.039
2025-02-01,FR,Other/Unknown,0.038
2025-02-01,FR,Practical Guidance,0.261
2025-02-01,FR,Seeking information,0.196
2025-02-01,FR,Self-expression,0.065
2025-02-01,FR,Technical help,0.075
2025-02-01,FR,Writing,0.327
2025-02-01,GB,Multimedia,0.035
2025-02-01,GB,Other/Unknown,0.036
2025-02-01,GB,Practical Guidance,0.258
2025-02-01,GB,Seeking information,0.182
2025-02-01,GB,Self-expression,0.066
2025-02-01,GB,Technical help,0.084
2025-02-01,GB,Writing,0.338
2025-02-01,GE,Multimedia,0.048
2025-02-01,GE,Other/Unknown,0.087
2025-02-01,GE,Practical Guidance,0.274
2025-02-01,GE,Seeking information,0.209
2025-02-01,GE,Self-expression,0.089
2025-02-01,GE,Technical help,0.078
2025-02-01,GE,Writing,0.214
2025-02-01,GH,Multimedia,0.049
2025-02-01,GH,Other/Unknown,0.049
2025-02-01,GH,Practical Guidance,0.302
2025-02-01,GH,Seeking information,0.195
2025-02-01,GH,Self-expression,0.055
2025-02-01,GH,Technical help,0.059
2025-02-01,GH,Writing,0.290
2025-02-01,GR,Multimedia,0.042
2025-02-01,GR,Other/Unknown,0.059
2025-02-01,GR,Practical Guidance,0.289
2025-02-01,GR,Seeking information,0.204
2025-02-01,GR,Self-expression,0.079
2025-02-01,GR,Technical help,0.087
2025-02-01,GR,Writing,0.240
2025-02-01,GT,Multimedia,0.043
2025-02-01,GT,Other/Unknown,0.032
2025-02-01,GT,Practical Guidance,0.340
2025-02-01,GT,Seeking information,0.194
2025-02-01,GT,Self-expression,0.068
2025-02-01,GT,Technical help,0.085
2025-02-01,GT,Writing,0.238
2025-02-01,HN,Multimedia,0.038
2025-02-01,HN,Other/Unknown,0.045
2025-02-01,HN,Practical Guidance,0.353
2025-02-01,HN,Seeking information,0.169
2025-02-01,HN,Self-expression,0.043
2025-02-01,HN,Technical help,0.088
2025-02-01,HN,Writing,0.264
2025-02-01,HR,Multimedia,0.040
2025-02-01,HR,Other/Unknown,0.043
2025-02-01,HR,Practical Guidance,0.303
2025-02-01,HR,Seeking information,0.229
2025-02-01,HR,Self-expression,0.065
2025-02-01,HR,Technical help,0.106
2025-02-01,HR,Writing,0.214
2025-02-01,HT,Multimedia,0.028
2025-02-01,HT,Other/Unknown,0.048
2025-02-01,HT,Practical Guidance,0.269
2025-02-01,HT,Seeking information,0.153
2025-02-01,HT,Self-expression,0.084
2025-02-01,HT,Technical help,0.064
2025-02-01,HT,Writing,0.354
2025-02-01,HU,Multimedia,0.038
2025-02-01,HU,Other/Unknown,0.054
2025-02-01,HU,Practical Guidance,0.279
2025-02-01,HU,Seeking information,0.233
2025-02-01,HU,Self-expression,0.098
2025-02-01,HU,Technical help,0.088
2025-02-01,HU,Writing,0.211
2025-02-01,ID,Multimedia,0.033
2025-02-01,ID,Other/Unknown,0.033
2025-02-01,ID,Practical Guidance,0.314
2025-02-01,ID,Seeking information,0.174
2025-02-01,ID,Self-expression,0.072
2025-02-01,ID,Technical help,0.074
2025-02-01,ID,Writing,0.301
2025-02-01,IE,Multimedia,0.044
2025-02-01,IE,Other/Unknown,0.038
2025-02-01,IE,Practical Guidance,0.258
2025-02-01,IE,Seeking information,0.189
2025-02-01,IE,Self-expression,0.080
2025-02-01,IE,Technical help,0.102
2025-02-01,IE,Writing,0.289
2025-02-01,IL,Multimedia,0.047
2025-02-01,IL,Other/Unknown,0.055
2025-02-01,IL,Practical Guidance,0.291
2025-02-01,IL,Seeking information,0.203
2025-02-01,IL,Self-expression,0.087
2025-02-01,IL,Technical help,0.091
2025-02-01,IL,Writing,0.225
2025-02-01,IN,Multimedia,0.045
2025-02-01,IN,Other/Unknown,0.044
2025-02-01,IN,Practical Guidance,0.294
2025-02-01,IN,Seeking information,0.153
2025-02-01,IN,Self-expression,0.052
2025-02-01,IN,Technical help,0.161
2025-02-01,IN,Writing,0.250
2025-02-01,IQ,Multimedia,0.047
2025-02-01,IQ,Other/Unknown,0.062
2025-02-01,IQ,Practical Guidance,0.286
2025-02-01,IQ,Seeking information,0.186
2025-02-01,IQ,Self-expression,0.165
2025-02-01,IQ,Technical help,0.037
2025-02-01,IQ,Writing,0.216
2025-02-01,IT,Multimedia,0.059
2025-02-01,IT,Other/Unknown,0.043
2025-02-01,IT,Practical Guidance,0.295
2025-02-01,IT,Seeking information,0.190
2025-02-01,IT,Self-expression,0.066
2025-02-01,IT,Technical help,0.075
2025-02-01,IT,Writing,0.272
2025-02-01,JM,Multimedia,0.055
2025-02-01,JM,Other/Unknown,0.027
2025-02-01,JM,Practical Guidance,0.252
2025-02-01,JM,Seeking information,0.150
2025-02-01,JM,Self-expression,0.039
2025-02-01,JM,Technical help,0.116
2025-02-01,JM,Writing,0.362
2025-02-01,JO,Multimedia,0.049
2025-02-01,JO,Other/Unknown,0.075
2025-02-01,JO,Practical Guidance,0.283
2025-02-01,JO,Seeking information,0.182
2025-02-01,JO,Self-expression,0.101
2025-02-01,JO,Technical help,0.086
2025-02-01,JO,Writing,0.224
2025-02-01,JP,Multimedia,0.032
2025-02-01,JP,Other/Unknown,0.038
2025-02-01,JP,Practical Guidance,0.243
2025-02-01,JP,Seeking information,0.173
2025-02-01,JP,Self-expression,0.105
2025-02-01,JP,Technical help,0.090
2025-02-01,JP,Writing,0.320
2025-02-01,KE,Multimedia,0.030
2025-02-01,KE,Other/Unknown,0.050
2025-02-01,KE,Practical Guidance,0.313
2025-02-01,KE,Seeking information,0.182
2025-02-01,KE,Self-expression,0.068
2025-02-01,KE,Technical help,0.078
2025-02-01,KE,Writing,0.279
2025-02-01,KG,Multimedia,0.035
2025-02-01,KG,Other/Unknown,0.057
2025-02-01,KG,Practical Guidance,0.290
2025-02-01,KG,Seeking information,0.197
2025-02-01,KG,Self-expression,0.132
2025-02-01,KG,Technical help,0.056
2025-02-01,KG,Writing,0.234
2025-02-01,KH,Multimedia,0.038
2025-02-01,KH,Other/Unknown,0.062
2025-02-01,KH,Practical Guidance,0.256
2025-02-01,KH,Seeking information,0.160
2025-02-01,KH,Self-expression,0.050
2025-02-01,KH,Technical help,0.064
2025-02-01,KH,Writing,0.370
2025-02-01,KR,Multimedia,0.034
2025-02-01,KR,Other/Unknown,0.051
2025-02-01,KR,Practical Guidance,0.249
2025-02-01,KR,Seeking information,0.193
2025-02-01,KR,Self-expression,0.081
2025-02-01,KR,Technical help,0.104
2025-02-01,KR,Writing,0.288
2025-02-01,KW,Multimedia,0.056
2025-02-01,KW,Other/Unknown,0.049
2025-02-01,KW,Practical Guidance,0.275
2025-02-01,KW,Seeking information,0.190
2025-02-01,KW,Self-expression,0.075
2025-02-01,KW,Technical help,0.099
2025-02-01,KW,Writing,0.255
2025-02-01,KZ,Multimedia,0.040
2025-02-01,KZ,Other/Unknown,0.060
2025-02-01,KZ,Practical Guidance,0.303
2025-02-01,KZ,Seeking information,0.178
2025-02-01,KZ,Self-expression,0.089
2025-02-01,KZ,Technical help,0.079
2025-02-01,KZ,Writing,0.251
2025-02-01,LB,Multimedia,0.033
2025-02-01,LB,Other/Unknown,0.062
2025-02-01,LB,Practical Guidance,0.300
2025-02-01,LB,Seeking information,0.147
2025-02-01,LB,Self-expression,0.100
2025-02-01,LB,Technical help,0.096
2025-02-01,LB,Writing,0.261
2025-02-01,LK,Multimedia,0.053
2025-02-01,LK,Other/Unknown,0.052
2025-02-01,LK,Practical Guidance,0.249
2025-02-01,LK,Seeking information,0.121
2025-02-01,LK,Self-expression,0.059
2025-02-01,LK,Technical help,0.141
2025-02-01,LK,Writing,0.325
2025-02-01,LT,Multimedia,0.052
2025-02-01,LT,Other/Unknown,0.039
2025-02-01,LT,Practical Guidance,0.272
2025-02-01,LT,Seeking information,0.229
2025-02-01,LT,Self-expression,0.064
2025-02-01,LT,Technical help,0.104
2025-02-01,LT,Writing,0.240
2025-02-01,LU,Multimedia,0.022
2025-02-01,LU,Other/Unknown,0.028
2025-02-01,LU,Practical Guidance,0.190
2025-02-01,LU,Seeking information,0.201
2025-02-01,LU,Self-expression,0.067
2025-02-01,LU,Technical help,0.077
2025-02-01,LU,Writing,0.414
2025-02-01,LV,Multimedia,0.051
2025-02-01,LV,Other/Unknown,0.032
2025-02-01,LV,Practical Guidance,0.303
2025-02-01,LV,Seeking information,0.185
2025-02-01,LV,Self-expression,0.080
2025-02-01,LV,Technical help,0.086
2025-02-01,LV,Writing,0.262
2025-02-01,LY,Multimedia,0.037
2025-02-01,LY,Other/Unknown,0.085
2025-02-01,LY,Practical Guidance,0.291
2025-02-01,LY,Seeking information,0.156
2025-02-01,LY,Self-expression,0.173
2025-02-01,LY,Technical help,0.036
2025-02-01,LY,Writing,0.222
2025-02-01,MA,Multimedia,0.036
2025-02-01,MA,Other/Unknown,0.063
2025-02-01,MA,Practical Guidance,0.256
2025-02-01,MA,Seeking information,0.155
2025-02-01,MA,Self-expression,0.084
2025-02-01,MA,Technical help,0.059
2025-02-01,MA,Writing,0.348
2025-02-01,MD,Multimedia,0.059
2025-02-01,MD,Other/Unknown,0.045
2025-02-01,MD,Practical Guidance,0.292
2025-02-01,MD,Seeking information,0.153
2025-02-01,MD,Self-expression,0.052
2025-02-01,MD,Technical help,0.078
2025-02-01,MD,Writing,0.322
2025-02-01,ME,Multimedia,0.040
2025-02-01,ME,Other/Unknown,0.051
2025-02-01,ME,Practical Guidance,0.252
2025-02-01,ME,Seeking information,0.186
2025-02-01,ME,Self-expression,0.088
2025-02-01,ME,Technical help,0.130
2025-02-01,ME,Writing,0.253
2025-02-01,MG,Multimedia,0.034
2025-02-01,MG,Other/Unknown,0.018
2025-02-01,MG,Practical Guidance,0.313
2025-02-01,MG,Seeking information,0.130
2025-02-01,MG,Self-expression,0.055
2025-02-01,MG,Technical help,0.113
2025-02-01,MG,Writing,0.336
2025-02-01,MK,Multimedia,0.043
2025-02-01,MK,Other/Unknown,0.053
2025-02-01,MK,Practical Guidance,0.363
2025-02-01,MK,Seeking information,0.205
2025-02-01,MK,Self-expression,0.041
2025-02-01,MK,Technical help,0.064
2025-02-01,MK,Writing,0.232
2025-02-01,MM,Multimedia,0.058
2025-02-01,MM,Other/Unknown,0.069
2025-02-01,MM,Practical Guidance,0.308
2025-02-01,MM,Seeking information,0.175
2025-02-01,MM,Self-expression,0.047
2025-02-01,MM,Technical help,0.087
2025-02-01,MM,Writing,0.257
2025-02-01,MN,Multimedia,0.021
2025-02-01,MN,Other/Unknown,0.067
2025-02-01,MN,Practical Guidance,0.320
2025-02-01,MN,Seeking information,0.190
2025-02-01,MN,Self-expression,0.076
2025-02-01,MN,Technical help,0.103
2025-02-01,MN,Writing,0.222
2025-02-01,MT,Multimedia,0.000
2025-02-01,MT,Other/Unknown,0.079
2025-02-01,MT,Practical Guidance,0.254
2025-02-01,MT,Seeking information,0.150
2025-02-01,MT,Self-expression,0.087
2025-02-01,MT,Technical help,0.091
2025-02-01,MT,Writing,0.339
2025-02-01,MU,Multimedia,0.053
2025-02-01,MU,Other/Unknown,0.054
2025-02-01,MU,Practical Guidance,0.176
2025-02-01,MU,Seeking information,0.184
2025-02-01,MU,Self-expression,0.090
2025-02-01,MU,Technical help,0.121
2025-02-01,MU,Writing,0.321
2025-02-01,MX,Multimedia,0.039
2025-02-01,MX,Other/Unknown,0.040
2025-02-01,MX,Practical Guidance,0.311
2025-02-01,MX,Seeking information,0.209
2025-02-01,MX,Self-expression,0.058
2025-02-01,MX,Technical help,0.077
2025-02-01,MX,Writing,0.266
2025-02-01,MY,Multimedia,0.041
2025-02-01,MY,Other/Unknown,0.048
2025-02-01,MY,Practical Guidance,0.271
2025-02-01,MY,Seeking information,0.157
2025-02-01,MY,Self-expression,0.096
2025-02-01,MY,Technical help,0.055
2025-02-01,MY,Writing,0.333
2025-02-01,MZ,Multimedia,0.034
2025-02-01,MZ,Other/Unknown,0.036
2025-02-01,MZ,Practical Guidance,0.250
2025-02-01,MZ,Seeking information,0.208
2025-02-01,MZ,Self-expression,0.089
2025-02-01,MZ,Technical help,0.044
2025-02-01,MZ,Writing,0.339
2025-02-01,NG,Multimedia,0.034
2025-02-01,NG,Other/Unknown,0.038
2025-02-01,NG,Practical Guidance,0.275
2025-02-01,NG,Seeking information,0.169
2025-02-01,NG,Self-expression,0.064
2025-02-01,NG,Technical help,0.063
2025-02-01,NG,Writing,0.358
2025-02-01,NI,Multimedia,0.037
2025-02-01,NI,Other/Unknown,0.029
2025-02-01,NI,Practical Guidance,0.264
2025-02-01,NI,Seeking information,0.242
2025-02-01,NI,Self-expression,0.075
2025-02-01,NI,Technical help,0.062
2025-02-01,NI,Writing,0.290
2025-02-01,NL,Multimedia,0.037
2025-02-01,NL,Other/Unknown,0.040
2025-02-01,NL,Practical Guidance,0.279
2025-02-01,NL,Seeking information,0.187
2025-02-01,NL,Self-expression,0.062
2025-02-01,NL,Technical help,0.087
2025-02-01,NL,Writing,0.309
2025-02-01,NO,Multimedia,0.036
2025-02-01,NO,Other/Unknown,0.043
2025-02-01,NO,Practical Guidance,0.268
2025-02-01,NO,Seeking information,0.215
2025-02-01,NO,Self-expression,0.060
2025-02-01,NO,Technical help,0.077
2025-02-01,NO,Writing,0.301
2025-02-01,NP,Multimedia,0.045
2025-02-01,NP,Other/Unknown,0.057
2025-02-01,NP,Practical Guidance,0.301
2025-02-01,NP,Seeking information,0.175
2025-02-01,NP,Self-expression,0.063
2025-02-01,NP,Technical help,0.113
2025-02-01,NP,Writing,0.247
2025-02-01,NZ,Multimedia,0.050
2025-02-01,NZ,Other/Unknown,0.034
2025-02-01,NZ,Practical Guidance,0.249
2025-02-01,NZ,Seeking information,0.154
2025-02-01,NZ,Self-expression,0.055
2025-02-01,NZ,Technical help,0.068
2025-02-01,NZ,Writing,0.390
2025-02-01,OM,Multimedia,0.052
2025-02-01,OM,Other/Unknown,0.038
2025-02-01,OM,Practical Guidance,0.273
2025-02-01,OM,Seeking information,0.204
2025-02-01,OM,Self-expression,0.092
2025-02-01,OM,Technical help,0.041
2025-02-01,OM,Writing,0.300
2025-02-01,PA,Multimedia,0.049
2025-02-01,PA,Other/Unknown,0.032
2025-02-01,PA,Practical Guidance,0.301
2025-02-01,PA,Seeking information,0.212
2025-02-01,PA,Self-expression,0.101
2025-02-01,PA,Technical help,0.058
2025-02-01,PA,Writing,0.249
2025-02-01,PE,Multimedia,0.036
2025-02-01,PE,Other/Unknown,0.033
2025-02-01,PE,Practical Guidance,0.317
2025-02-01,PE,Seeking information,0.164
2025-02-01,PE,Self-expression,0.074
2025-02-01,PE,Technical help,0.074
2025-02-01,PE,Writing,0.301
2025-02-01,PH,Multimedia,0.035
2025-02-01,PH,Other/Unknown,0.032
2025-02-01,PH,Practical Guidance,0.308
2025-02-01,PH,Seeking information,0.142
2025-02-01,PH,Self-expression,0.036
2025-02-01,PH,Technical help,0.059
2025-02-01,PH,Writing,0.387
2025-02-01,PK,Multimedia,0.053
2025-02-01,PK,Other/Unknown,0.046
2025-02-01,PK,Practical Guidance,0.288
2025-02-01,PK,Seeking information,0.140
2025-02-01,PK,Self-expression,0.060
2025-02-01,PK,Technical help,0.103
2025-02-01,PK,Writing,0.312
2025-02-01,PL,Multimedia,0.045
2025-02-01,PL,Other/Unknown,0.042
2025-02-01,PL,Practical Guidance,0.289
2025-02-01,PL,Seeking information,0.230
2025-02-01,PL,Self-expression,0.065
2025-02-01,PL,Technical help,0.083
2025-02-01,PL,Writing,0.245
2025-02-01,PR,Multimedia,0.054
2025-02-01,PR,Other/Unknown,0.037
2025-02-01,PR,Practical Guidance,0.337
2025-02-01,PR,Seeking information,0.205
2025-02-01,PR,Self-expression,0.061
2025-02-01,PR,Technical help,0.086
2025-02-01,PR,Writing,0.220
2025-02-01,PS,Multimedia,0.047
2025-02-01,PS,Other/Unknown,0.040
2025-02-01,PS,Practical Guidance,0.347
2025-02-01,PS,Seeking information,0.151
2025-02-01,PS,Self-expression,0.120
2025-02-01,PS,Technical help,0.075
2025-02-01,PS,Writing,0.219
2025-02-01,PT,Multimedia,0.041
2025-02-01,PT,Other/Unknown,0.032
2025-02-01,PT,Practical Guidance,0.280
2025-02-01,PT,Seeking information,0.209
2025-02-01,PT,Self-expression,0.062
2025-02-01,PT,Technical help,0.103
2025-02-01,PT,Writing,0.274
2025-02-01,PY,Multimedia,0.077
2025-02-01,PY,Other/Unknown,0.018
2025-02-01,PY,Practical Guidance,0.343
2025-02-01,PY,Seeking information,0.149
2025-02-01,PY,Self-expression,0.116
2025-02-01,PY,Technical help,0.104
2025-02-01,PY,Writing,0.192
2025-02-01,QA,Multimedia,0.042
2025-02-01,QA,Other/Unknown,0.007
2025-02-01,QA,Practical Guidance,0.315
2025-02-01,QA,Seeking information,0.136
2025-02-01,QA,Self-expression,0.060
2025-02-01,QA,Technical help,0.065
2025-02-01,QA,Writing,0.376
2025-02-01,RE,Multimedia,0.077
2025-02-01,RE,Other/Unknown,0.039
2025-02-01,RE,Practical Guidance,0.263
2025-02-01,RE,Seeking information,0.244
2025-02-01,RE,Self-expression,0.035
2025-02-01,RE,Technical help,0.031
2025-02-01,RE,Writing,0.311
2025-02-01,RO,Multimedia,0.044
2025-02-01,RO,Other/Unknown,0.054
2025-02-01,RO,Practical Guidance,0.290
2025-02-01,RO,Seeking information,0.193
2025-02-01,RO,Self-expression,0.087
2025-02-01,RO,Technical help,0.086
2025-02-01,RO,Writing,0.246
2025-02-01,RS,Multimedia,0.036
2025-02-01,RS,Other/Unknown,0.056
2025-02-01,RS,Practical Guidance,0.278
2025-02-01,RS,Seeking information,0.230
2025-02-01,RS,Self-expression,0.095
2025-02-01,RS,Technical help,0.094
2025-02-01,RS,Writing,0.211
2025-02-01,RW,Multimedia,0.042
2025-02-01,RW,Other/Unknown,0.071
2025-02-01,RW,Practical Guidance,0.233
2025-02-01,RW,Seeking information,0.179
2025-02-01,RW,Self-expression,0.063
2025-02-01,RW,Technical help,0.076
2025-02-01,RW,Writing,0.336
2025-02-01,SA,Multimedia,0.040
2025-02-01,SA,Other/Unknown,0.051
2025-02-01,SA,Practical Guidance,0.267
2025-02-01,SA,Seeking information,0.170
2025-02-01,SA,Self-expression,0.129
2025-02-01,SA,Technical help,0.055
2025-02-01,SA,Writing,0.288
2025-02-01,SC,Multimedia,0.123
2025-02-01,SC,Other/Unknown,0.087
2025-02-01,SC,Practical Guidance,0.158
2025-02-01,SC,Seeking information,0.058
2025-02-01,SC,Self-expression,0.197
2025-02-01,SC,Technical help,0.069
2025-02-01,SC,Writing,0.308
2025-02-01,SD,Multimedia,0.007
2025-02-01,SD,Other/Unknown,0.122
2025-02-01,SD,Practical Guidance,0.329
2025-02-01,SD,Seeking information,0.187
2025-02-01,SD,Self-expression,0.047
2025-02-01,SD,Technical help,0.003
2025-02-01,SD,Writing,0.304
2025-02-01,SE,Multimedia,0.039
2025-02-01,SE,Other/Unknown,0.038
2025-02-01,SE,Practical Guidance,0.273
2025-02-01,SE,Seeking information,0.181
2025-02-01,SE,Self-expression,0.063
2025-02-01,SE,Technical help,0.107
2025-02-01,SE,Writing,0.298
2025-02-01,SG,Multimedia,0.026
2025-02-01,SG,Other/Unknown,0.032
2025-02-01,SG,Practical Guidance,0.250
2025-02-01,SG,Seeking information,0.155
2025-02-01,SG,Self-expression,0.045
2025-02-01,SG,Technical help,0.135
2025-02-01,SG,Writing,0.357
2025-02-01,SI,Multimedia,0.037
2025-02-01,SI,Other/Unknown,0.044
2025-02-01,SI,Practical Guidance,0.257
2025-02-01,SI,Seeking information,0.211
2025-02-01,SI,Self-expression,0.092
2025-02-01,SI,Technical help,0.108
2025-02-01,SI,Writing,0.251
2025-02-01,SK,Multimedia,0.037
2025-02-01,SK,Other/Unknown,0.034
2025-02-01,SK,Practical Guidance,0.320
2025-02-01,SK,Seeking information,0.257
2025-02-01,SK,Self-expression,0.081
2025-02-01,SK,Technical help,0.062
2025-02-01,SK,Writing,0.209
2025-02-01,SN,Multimedia,0.046
2025-02-01,SN,Other/Unknown,0.033
2025-02-01,SN,Practical Guidance,0.269
2025-02-01,SN,Seeking information,0.150
2025-02-01,SN,Self-expression,0.075
2025-02-01,SN,Technical help,0.111
2025-02-01,SN,Writing,0.315
2025-02-01,SO,Multimedia,0.015
2025-02-01,SO,Other/Unknown,0.094
2025-02-01,SO,Practical Guidance,0.242
2025-02-01,SO,Seeking information,0.211
2025-02-01,SO,Self-expression,0.146
2025-02-01,SO,Technical help,0.030
2025-02-01,SO,Writing,0.261
2025-02-01,SV,Multimedia,0.030
2025-02-01,SV,Other/Unknown,0.029
2025-02-01,SV,Practical Guidance,0.336
2025-02-01,SV,Seeking information,0.222
2025-02-01,SV,Self-expression,0.050
2025-02-01,SV,Technical help,0.100
2025-02-01,SV,Writing,0.232
2025-02-01,TH,Multimedia,0.040
2025-02-01,TH,Other/Unknown,0.036
2025-02-01,TH,Practical Guidance,0.292
2025-02-01,TH,Seeking information,0.210
2025-02-01,TH,Self-expression,0.064
2025-02-01,TH,Technical help,0.067
2025-02-01,TH,Writing,0.291
2025-02-01,TJ,Multimedia,0.000
2025-02-01,TJ,Other/Unknown,0.129
2025-02-01,TJ,Practical Guidance,0.248
2025-02-01,TJ,Seeking information,0.259
2025-02-01,TJ,Self-expression,0.109
2025-02-01,TJ,Technical help,0.046
2025-02-01,TJ,Writing,0.208
2025-02-01,TN,Multimedia,0.025
2025-02-01,TN,Other/Unknown,0.065
2025-02-01,TN,Practical Guidance,0.258
2025-02-01,TN,Seeking information,0.135
2025-02-01,TN,Self-expression,0.094
2025-02-01,TN,Technical help,0.116
2025-02-01,TN,Writing,0.308
2025-02-01,TR,Multimedia,0.069
2025-02-01,TR,Other/Unknown,0.056
2025-02-01,TR,Practical Guidance,0.250
2025-02-01,TR,Seeking information,0.191
2025-02-01,TR,Self-expression,0.130
2025-02-01,TR,Technical help,0.070
2025-02-01,TR,Writing,0.234
2025-02-01,TT,Multimedia,0.009
2025-02-01,TT,Other/Unknown,0.064
2025-02-01,TT,Practical Guidance,0.459
2025-02-01,TT,Seeking information,0.141
2025-02-01,TT,Self-expression,0.072
2025-02-01,TT,Technical help,0.095
2025-02-01,TT,Writing,0.160
2025-02-01,TW,Multimedia,0.046
2025-02-01,TW,Other/Unknown,0.058
2025-02-01,TW,Practical Guidance,0.245
2025-02-01,TW,Seeking information,0.162
2025-02-01,TW,Self-expression,0.121
2025-02-01,TW,Technical help,0.097
2025-02-01,TW,Writing,0.270
2025-02-01,TZ,Multimedia,0.026
2025-02-01,TZ,Other/Unknown,0.077
2025-02-01,TZ,Practical Guidance,0.359
2025-02-01,TZ,Seeking information,0.203
2025-02-01,TZ,Self-expression,0.060
2025-02-01,TZ,Technical help,0.062
2025-02-01,TZ,Writing,0.212
2025-02-01,UA,Multimedia,0.037
2025-02-01,UA,Other/Unknown,0.041
2025-02-01,UA,Practical Guidance,0.304
2025-02-01,UA,Seeking information,0.210
2025-02-01,UA,Self-expression,0.084
2025-02-01,UA,Technical help,0.087
2025-02-01,UA,Writing,0.238
2025-02-01,UG,Multimedia,0.028
2025-02-01,UG,Other/Unknown,0.071
2025-02-01,UG,Practical Guidance,0.324
2025-02-01,UG,Seeking information,0.181
2025-02-01,UG,Self-expression,0.068
2025-02-01,UG,Technical help,0.028
2025-02-01,UG,Writing,0.299
2025-02-01,US,Multimedia,0.031
2025-02-01,US,Other/Unknown,0.033
2025-02-01,US,Practical Guidance,0.302
2025-02-01,US,Seeking information,0.190
2025-02-01,US,Self-expression,0.058
2025-02-01,US,Technical help,0.106
2025-02-01,US,Writing,0.280
2025-02-01,UY,Multimedia,0.054
2025-02-01,UY,Other/Unknown,0.049
2025-02-01,UY,Practical Guidance,0.320
2025-02-01,UY,Seeking information,0.191
2025-02-01,UY,Self-expression,0.098
2025-02-01,UY,Technical help,0.078
2025-02-01,UY,Writing,0.210
2025-02-01,UZ,Multimedia,0.063
2025-02-01,UZ,Other/Unknown,0.094
2025-02-01,UZ,Practical Guidance,0.262
2025-02-01,UZ,Seeking information,0.164
2025-02-01,UZ,Self-expression,0.125
2025-02-01,UZ,Technical help,0.050
2025-02-01,UZ,Writing,0.242
2025-02-01,VN,Multimedia,0.046
2025-02-01,VN,Other/Unknown,0.046
2025-02-01,VN,Practical Guidance,0.276
2025-02-01,VN,Seeking information,0.160
2025-02-01,VN,Self-expression,0.079
2025-02-01,VN,Technical help,0.092
2025-02-01,VN,Writing,0.301
2025-02-01,YE,Multimedia,0.060
